,0,1,2
0,0.46254581313426213,0.4486642607695277,0.5090579734475199
1,0.8096997168230472,0.3763905737462061,0.1343313516685628
2,0.33694990251044954,0.4987438957779122,0.32082847974253115
3,0.9524895668365846,0.23065131463026278,0.605633179449198
4,0.5169972122664072,0.5135024143843365,0.47807991486600177
5,0.7250675066415226,0.3225272165670099,0.984129860561842
6,0.485674671700848,0.591322230395895,0.0050083471812795155
7,0.6917140367451543,0.08204665197820527,0.5750389551596564
8,0.3341416612398027,0.5800378962357153,0.7688073063708841
9,0.43291409714624507,0.8246928675150759,0.1785478575682924
10,0.27927579128145297,0.6961878114089896,0.8564205684613407
11,0.018757422262100087,0.029527256277992242,0.943161991140391
12,0.371716681338627,0.8022061599098943,0.9397978587844212
13,0.6564803056820652,0.7994081179907592,0.46875886213855233
14,0.35302663754892627,0.2933433985984808,0.16561500289583309
15,0.9090659054128005,0.021209161165129498,0.48514548829650983
16,0.910165136556119,0.8173556239076301,0.46708526458480704
17,0.9883051181864095,0.05157065081585943,0.9781189294930541
18,0.570925483815366,0.5162546932808232,0.3505025715505903
19,0.6340685253450167,0.7578881715007297,0.48869305755485204
20,0.8263719408918804,0.3110631229552795,0.9594513162961616
21,0.5586463634263461,0.6918375133614127,0.9542227373021067
22,0.5864791468258619,0.17903449791319836,0.6913830994056148
23,0.5904280701473325,0.1564649314295783,0.5613044372767041
24,0.031457337243621986,0.5597864642337486,0.7804507408301187
25,0.9025383629400326,0.5484837209064528,0.22034981343378035
26,0.9793847497917569,0.6193169801098606,0.28403949652389837
27,0.08470429052847295,0.14539626898313063,0.1749444072421802
28,0.0700170235613613,0.430677322385154,0.8627929951761847
29,0.03257925207226653,0.6333869855506702,0.5233623973194351
30,0.4829400351765851,0.28099622429418025,0.7005678483012406
31,0.06434439575175654,0.6076704198856759,0.5938251229998042
