,0,1,2,3,4,5,6,7,8
0,0.6762030568253184,0.5759937749665537,0.5208936466326173,0.9931449250667015,0.5671397288900767,0.7424856201768721,0.13741082687619444,0.47322839049229504,0.5144696377521022
1,0.173473703420155,0.5462677791488036,0.09930233956095758,0.6111983161629538,0.13333758687293518,0.6578104192875369,0.968911196900046,0.6275943837933771,0.5942988835795108
2,0.23268703833143156,0.03907468690747684,0.6378332936450882,0.7289411536943402,0.08488890740743926,0.16500911425717246,0.942342144438777,0.9610518979997706,0.6151439044954141
3,0.6102964972680971,0.22409935231929923,0.3699068199664697,0.8437997399734206,0.9700147815156165,0.011743811524777992,0.7811778213540795,0.17366505105029517,0.4802427727001424
4,0.24293487461485463,0.4678153245932902,0.12455572228628076,0.6524141572552333,0.897511877470129,0.6808427631107672,0.5751740458050972,0.7264906569592613,0.23588280579407528
5,0.2737933188617616,0.5147708565587986,0.6759255079950088,0.8954930202992721,0.9457295950758715,0.7026773691409377,0.19041279267054823,0.2104318782552944,0.25117418894814125
6,0.15173661799774774,0.12128179071592304,0.9506704909225674,0.006537210262835491,0.7658906445218034,0.5677581546445499,0.3334616996242542,0.7884100516906808,0.5536314381194088
7,0.2595814137741014,0.9955864956421214,0.3026904778411794,0.46751299683979697,0.40388784004666933,0.5182349015855366,0.5382049005430554,0.348552780724529,0.18368779555559955
8,0.1983608507567166,0.8793068095573896,0.42222720456366236,0.6148591531402647,0.9623732820652011,0.6940955583887537,0.048803659801899824,0.631012397283341,0.8861130113121963
9,0.6276224444504143,0.285026567260779,0.5013860628303685,0.3315018057459703,0.4535918152758076,0.24411505424914504,0.6494976739128318,0.1211830084381289,0.03640641712397075
10,0.6149232352995816,0.3764326423938199,0.9844875796668753,0.31111281110939115,0.33653166871546136,0.28790354780420746,0.8452012281348978,0.4728788502071305,0.2998942135618211
11,0.27612288349864167,0.23728694479007084,0.9237407051684288,0.3057480486862737,0.9635625106490722,0.9923015509037764,0.15012848768739873,0.5601508994687768,0.7828722849064399
12,0.632477295286505,0.2751035206811805,0.34904565441730306,0.3899466496291374,0.9296432813421756,0.2624482075417769,0.22668113855355831,0.7995707371062053,0.41636255829831725
13,0.40441694278782503,0.14976539879610917,0.4286447365023618,0.00974336555945332,0.7214487011535201,0.714437856510702,0.49295350052541953,0.7747072187025547,0.7111788320360132
14,0.2422195093340802,0.4321614122401922,0.7627329968718005,0.30872238906884863,0.45366592587747423,0.018615176218097274,0.2859979505952164,0.27448090344816345,0.05848029743857597
15,0.8597061325770154,0.06235693555116295,0.9132846727601028,0.8698433679642656,0.5548117304221317,0.33851648848003235,0.5696227249269263,0.9364005096302407,0.6167951329330277
16,0.04405061426588164,0.6499973892723053,0.03575247512421287,0.15541106684800887,0.618918202324656,0.40725604242253655,0.7764416664683842,0.15206920594237017,0.9468746861597558
17,0.22081574575100016,0.40331756050008827,0.1718431915416151,0.7813464507797071,0.5481556903330472,0.06759183970431382,0.5751627299856279,0.5638461307507291,0.8114224348218262
18,0.3217550066596847,0.7812761168409015,0.37558835581747985,0.288992635649984,0.9101917745727522,0.9038834965763172,0.90068876236386,0.1782252152824484,0.6842917098635726
19,0.2531032803845803,0.6739328735584207,0.4143393746231603,0.8899460811397046,0.5727745295888869,0.07495562660263055,0.7202340538720488,0.8582097648300119,0.36716130045159656
20,0.4204193109526564,0.8011418744697668,0.26631883975866255,0.23493340883889136,0.07191667393634438,0.41280946980155064,0.6057894712341957,0.15531216507906132,0.0455824216416062
21,0.13641582872989788,0.26548378446294274,0.5615744383400488,0.21148123511230532,0.06243891246704292,0.738149188164914,0.6529904165274758,0.9671074142526113,0.6968119313114489
22,0.6747589471928424,0.9980275919492029,0.04759333413824218,0.7713190642408323,0.0580427748915634,0.9352829275813845,0.6538991430632018,0.08057149234899452,0.5177776955536988
23,0.3405675900260985,0.6988922814125039,0.7574093205839452,0.5037008154753801,0.4224153491296907,0.48870860837997243,0.34030822100378666,0.07319440115752718,0.7880029035368435
24,0.05877381471829668,0.6450103347891794,0.5155135490681159,0.9007977140868535,0.8526120160915999,0.9750601588670618,0.48689108874259557,0.0044570266178648454,0.2632560066111207
25,0.25044788226455383,0.5759894965144458,0.8202996940098464,0.25511824992123777,0.6914304632461099,0.16561640097326058,0.7418062090643245,0.919656528351459,0.6769854806518417
26,0.1388094757197189,0.09610737712162121,0.3519255364222269,0.37563634202145557,0.5393043460406585,0.23870424101851906,0.1140124880625667,0.010652528386768667,0.3581792853519231
27,0.21611683298344264,0.012516759393750299,0.2039327440417842,0.7225284878553576,0.035897285887311225,0.013348466183916718,0.5879999461513056,0.9429637513700868,0.6957139146221708
28,0.9199831691181249,0.2903054575006454,0.8453475521996338,0.4969131977044303,0.34788138419959,0.6640014513461797,0.5291674385687827,0.736772380435174,0.16590275848098246
29,0.14299010250432354,0.19708734031532193,0.31237851718246923,0.8928053152091687,0.17444398732811495,0.2905419743629235,0.5683572953387961,0.20771712809255682,0.5878951157894602
30,0.7896504076874723,0.2169099657719753,0.7341189237630096,0.322131146860544,0.0866667719926214,0.5249260484477404,0.04058759974654447,0.48185024981449875,0.8749536881450404
31,0.637084942266435,0.22581372166482994,0.396229667339005,0.0830300812006376,0.20910331529053805,0.915537052908483,0.11091546810170949,0.46434035897544645,0.9385210233272742
32,0.9505879783868657,0.9714929696606224,0.12602144373775603,0.03520623869799633,0.3735628022782642,0.84984943927027,0.26689155227712946,0.4283006689457063,0.6791923135254793
33,0.3564819414229701,0.341742741415589,0.8582667108941192,0.961383169586107,0.24300316643156727,0.22525246883342853,0.7683139346708165,0.5574577734168803,0.4364950280827974
34,0.5269896056575263,0.7203073623209868,0.7557107876168313,0.8760836350541418,0.8745878609346684,0.3829555327141304,0.7167537967406091,0.1620484817205743,0.47453445079124923
35,0.9364118088027135,0.40398675952129137,0.445569670759704,0.21887918459164746,0.15459886181576832,0.8339064989067775,0.10795192655102426,0.6534803162677909,0.6201051720588199
36,0.7014361761118649,0.09778136719884789,0.7116531388502455,0.5400783184776216,0.5788739565805846,0.7342575246660309,0.4952319910031775,0.9141146686683771,0.09642605181081843
37,0.5259734194661825,0.2419937529425823,0.6285752253270283,0.682292343783006,0.6729563025947926,0.8417197948173482,0.9755819696138289,0.13938064189724808,0.7536923622418219
38,0.7404697315493394,0.5226246196661986,0.13584836976128056,0.5446072955108421,0.6327348243635758,0.5432887892364914,0.0076030609641826175,0.5373818197821247,0.868060684847801
39,0.8055760725946904,0.028036385402510744,0.6328226131928618,0.24107104127068135,0.6396031434441768,0.1594425720838898,0.7436408569418319,0.15365499174242525,0.9795166594510725
40,0.14417920308043064,0.709016585162352,0.398053496947979,0.2769417416984211,0.3740440446402655,0.3363668440295309,0.9215314187833787,0.70063398277568,0.5447094985918624
41,0.11438134446222403,0.1505515506789632,0.4094068107690376,0.5002484511885787,0.04356127882233951,0.6882403831686501,0.0253135449432651,0.9229146771153295,0.3903569890436466
42,0.2909829433293615,0.9542089664621289,0.9626625986872455,0.1458955178765018,0.8867099244167307,0.6439584484236869,0.5380359356572959,0.9232431597838143,0.10973823492407042
43,0.6157898898584797,0.577820598642321,0.04664250346716503,0.9534055179327681,0.8459767298843799,0.09592476693062302,0.7598691431576139,0.8202716994903604,0.4480286001046402
44,0.40836692101170835,0.856143117760201,0.0008678072060617215,0.98722870936761,0.7854011133407343,0.6911600348144598,0.6493242364683243,0.9312538873616768,0.2518916765930813
45,0.9523811074515258,0.12597632246757628,0.7435057797583687,0.3334211183012874,0.5400328090227681,0.948581702878473,0.7474713229318419,0.4464009541514452,0.1639683290016769
